Second,Rate
2011-08-10 04:07:25,11
2011-08-10 04:07:26,33
2011-08-10 04:07:27,4
2011-08-10 04:07:28,5
2011-08-10 04:07:29,6
2011-08-10 04:07:30,3
2011-08-10 04:07:31,7
2011-08-10 04:07:32,13
2011-08-10 04:07:33,14
2011-08-10 04:07:34,19
2011-08-10 04:07:35,12
2011-08-10 04:07:36,19
2011-08-10 04:07:37,6
2011-08-10 04:07:38,9
2011-08-10 04:07:39,6
2011-08-10 04:07:40,3
2011-08-10 04:07:41,11
2011-08-10 04:07:43,3
2011-08-10 04:07:44,38
2011-08-10 04:07:45,21
2011-08-10 04:07:46,12
2011-08-10 04:07:47,38
2011-08-10 04:07:48,22
2011-08-10 04:07:49,30
2011-08-10 04:07:50,9
2011-08-10 04:07:51,27
2011-08-10 04:07:52,2
2011-08-10 04:07:53,25
2011-08-10 04:07:54,2
2011-08-10 04:07:55,1
2011-08-10 04:07:56,7
2011-08-10 04:07:57,15
2011-08-10 04:07:58,9
2011-08-10 04:07:59,6
2011-08-10 04:08:00,3
2011-08-10 04:08:01,10
2011-08-10 04:08:02,11
2011-08-10 04:08:03,14
2011-08-10 04:08:04,11
2011-08-10 04:08:05,45
2011-08-10 04:08:06,30
2011-08-10 04:08:07,35
2011-08-10 04:08:08,21
2011-08-10 04:08:09,2
2011-08-10 04:08:11,3
2011-08-10 04:08:14,18
2011-08-10 04:08:15,2
2011-08-10 04:08:26,16
2011-08-10 04:08:27,1
2011-08-10 04:08:29,6
2011-08-10 04:08:32,4
2011-08-10 04:08:35,19
2011-08-10 04:08:36,5
2011-08-10 04:08:37,4
2011-08-10 04:08:38,4
2011-08-10 04:08:39,3
2011-08-10 04:08:40,13
2011-08-10 04:08:41,10
2011-08-10 04:08:42,9
2011-08-10 04:08:43,11
2011-08-10 04:08:44,23
2011-08-10 04:08:45,37
2011-08-10 04:08:46,53
2011-08-10 04:08:47,16
2011-08-10 04:08:48,22
2011-08-10 04:08:49,23
2011-08-10 04:08:52,7
2011-08-10 04:08:53,9
2011-08-10 04:08:54,4
2011-08-10 04:08:56,2
2011-08-10 04:08:57,2
2011-08-10 04:08:58,2
2011-08-10 04:08:59,19
2011-08-10 04:09:00,11
2011-08-10 04:09:01,11
2011-08-10 04:09:02,17
2011-08-10 04:09:03,20
2011-08-10 04:09:04,8
2011-08-10 04:09:05,20
2011-08-10 04:09:06,22
2011-08-10 04:09:07,16
2011-08-10 04:09:08,31
2011-08-10 04:09:09,18
2011-08-10 04:09:10,17
2011-08-10 04:09:11,6
2011-08-10 04:09:12,4
2011-08-10 04:09:13,17
2011-08-10 04:09:14,16
2011-08-10 04:09:15,24
2011-08-10 04:09:17,8
2011-08-10 04:09:18,3
2011-08-10 04:09:19,1
2011-08-10 04:09:22,8
2011-08-10 04:09:23,12
2011-08-10 04:09:24,4
2011-08-10 04:09:25,4
2011-08-10 04:09:26,22
2011-08-10 04:09:27,14
2011-08-10 04:09:28,2
2011-08-10 04:09:29,85
2011-08-10 04:09:30,121
2011-08-10 04:09:31,113
2011-08-10 04:09:32,4
2011-08-10 04:09:36,2
2011-08-10 04:09:38,2
2011-08-10 04:09:45,6
2011-08-10 04:09:46,8
2011-08-10 04:09:47,2
2011-08-10 04:09:49,2
2011-08-10 04:09:50,2
2011-08-10 04:09:51,3
2011-08-10 04:09:52,3
2011-08-10 04:09:56,4
2011-08-10 04:09:57,5
2011-08-10 04:09:59,2
2011-08-10 04:10:00,2
2011-08-10 04:10:04,4
2011-08-10 04:10:05,17
2011-08-10 04:10:06,31
2011-08-10 04:10:07,6
2011-08-10 04:10:08,5
2011-08-10 04:10:09,7
2011-08-10 04:10:10,3
2011-08-10 04:10:11,8
2011-08-10 04:10:12,1
2011-08-10 04:10:14,5
2011-08-10 04:10:16,2
2011-08-10 04:10:17,13
2011-08-10 04:10:19,4
2011-08-10 04:10:20,13
2011-08-10 04:10:21,200
2011-08-10 04:10:22,88
2011-08-10 04:10:23,2
2011-08-10 04:10:25,2
2011-08-10 04:10:26,2
2011-08-10 04:10:29,2
2011-08-10 04:10:32,10
2011-08-10 04:10:35,2
2011-08-10 04:10:36,6
2011-08-10 04:10:37,3
2011-08-10 04:10:39,16
2011-08-10 04:10:40,3
2011-08-10 04:10:41,2
2011-08-10 04:10:42,3
2011-08-10 04:10:43,1
2011-08-10 04:10:46,13
2011-08-10 04:10:47,6
2011-08-10 04:10:48,23
2011-08-10 04:10:49,35
2011-08-10 04:10:50,35
2011-08-10 04:10:51,2
2011-08-10 04:10:54,2
2011-08-10 04:10:56,2
2011-08-10 04:10:59,2
2011-08-10 04:11:01,2
2011-08-10 04:11:04,2
2011-08-10 04:11:07,4
2011-08-10 04:11:08,3
2011-08-10 04:11:10,2
2011-08-10 04:11:11,9
2011-08-10 04:11:12,3
2011-08-10 04:11:13,3
2011-08-10 04:11:14,4
2011-08-10 04:11:17,2
2011-08-10 04:11:21,8
2011-08-10 04:11:22,7
2011-08-10 04:11:23,6
2011-08-10 04:11:25,2
2011-08-10 04:11:28,2
2011-08-10 04:11:29,3
2011-08-10 04:11:31,3
2011-08-10 04:11:32,13
2011-08-10 04:11:33,80
2011-08-10 04:11:34,3
2011-08-10 04:11:35,3
2011-08-10 04:11:36,6
2011-08-10 04:11:37,5
2011-08-10 04:11:39,2
2011-08-10 04:11:40,2
2011-08-10 04:11:43,2
2011-08-10 04:11:45,2
2011-08-10 04:11:47,2
2011-08-10 04:11:48,5
2011-08-10 04:11:50,8
2011-08-10 04:11:52,6
2011-08-10 04:11:53,2
2011-08-10 04:11:59,11
2011-08-10 04:12:00,8
2011-08-10 04:12:01,3
2011-08-10 04:12:03,4
2011-08-10 04:12:05,4
2011-08-10 04:12:06,33
2011-08-10 04:12:10,2
2011-08-10 04:12:11,3
2011-08-10 04:12:12,5
2011-08-10 04:12:13,2
2011-08-10 04:12:15,20
2011-08-10 04:12:18,2
2011-08-10 04:12:20,2
2011-08-10 04:12:23,2
2011-08-10 04:12:24,2
2011-08-10 04:12:26,2
2011-08-10 04:12:29,2
2011-08-10 04:12:30,2
2011-08-10 04:12:33,2
2011-08-10 04:12:35,2
2011-08-10 04:12:36,7
2011-08-10 04:12:40,2
2011-08-10 04:12:41,4
2011-08-10 04:12:42,7
2011-08-10 04:12:45,2
2011-08-10 04:12:48,2
2011-08-10 04:12:49,19
2011-08-10 04:12:50,5
2011-08-10 04:12:52,2
2011-08-10 04:12:55,10
2011-08-10 04:12:56,6
2011-08-10 04:12:58,3
2011-08-10 04:13:01,2
2011-08-10 04:13:03,2
2011-08-10 04:13:05,2
2011-08-10 04:13:07,33
2011-08-10 04:13:08,39
2011-08-10 04:13:09,33
2011-08-10 04:13:11,3
2011-08-10 04:13:13,2
2011-08-10 04:13:15,4
2011-08-10 04:13:16,2
2011-08-10 04:13:17,5
2011-08-10 04:13:18,16
2011-08-10 04:13:19,67
2011-08-10 04:13:20,4
2011-08-10 04:13:22,13
2011-08-10 04:13:23,22
2011-08-10 04:13:24,51
2011-08-10 04:13:25,76
2011-08-10 04:13:26,29
2011-08-10 04:13:27,9
2011-08-10 04:13:28,4
2011-08-10 04:13:29,4
2011-08-10 04:13:30,13
2011-08-10 04:13:31,10
2011-08-10 04:13:32,21
2011-08-10 04:13:33,29
2011-08-10 04:13:34,264
2011-08-10 04:13:35,35
2011-08-10 04:13:36,9
2011-08-10 04:13:37,30
2011-08-10 04:13:38,12
2011-08-10 04:13:43,4
2011-08-10 04:13:45,2
2011-08-10 04:13:48,2
2011-08-10 04:13:55,4
2011-08-10 04:13:58,2
2011-08-10 04:14:01,2
2011-08-10 04:14:05,7
2011-08-10 04:14:06,28
2011-08-10 04:14:07,22
2011-08-10 04:14:08,11
2011-08-10 04:14:09,3
2011-08-10 04:14:10,7
2011-08-10 04:14:11,15
2011-08-10 04:14:13,7
2011-08-10 04:14:14,20
2011-08-10 04:14:15,2
2011-08-10 04:14:16,5
2011-08-10 04:14:17,7
2011-08-10 04:14:18,2
2011-08-10 04:14:19,9
2011-08-10 04:14:20,2
2011-08-10 04:14:21,5
2011-08-10 04:14:22,7
2011-08-10 04:14:23,8
2011-08-10 04:14:24,10
2011-08-10 04:14:25,14
2011-08-10 04:14:26,7
2011-08-10 04:14:27,12
2011-08-10 04:14:28,5
2011-08-10 04:14:29,5
2011-08-10 04:14:30,8
2011-08-10 04:14:31,8
2011-08-10 04:14:32,7
2011-08-10 04:14:33,7
2011-08-10 04:14:34,4
2011-08-10 04:14:36,8
2011-08-10 04:14:37,4
2011-08-10 04:14:38,7
2011-08-10 04:14:39,2
2011-08-10 04:14:40,2
2011-08-10 04:14:41,6
2011-08-10 04:14:42,6
2011-08-10 04:14:43,8
2011-08-10 04:14:45,8
2011-08-10 04:14:46,6
2011-08-10 04:14:48,12
2011-08-10 04:14:49,7
2011-08-10 04:14:50,5
2011-08-10 04:14:51,16
2011-08-10 04:14:52,11
2011-08-10 04:14:53,12
2011-08-10 04:14:54,6
2011-08-10 04:14:55,6
2011-08-10 04:14:56,5
2011-08-10 04:14:57,13
2011-08-10 04:14:58,15
2011-08-10 04:14:59,2
2011-08-10 04:15:00,2
2011-08-10 04:15:01,6
2011-08-10 04:15:02,2
2011-08-10 04:15:03,19
2011-08-10 04:15:04,13
2011-08-10 04:15:05,35
2011-08-10 04:15:06,49
2011-08-10 04:15:07,14
2011-08-10 04:15:09,7
2011-08-10 04:15:10,12
2011-08-10 04:15:11,12
2011-08-10 04:15:12,12
2011-08-10 04:15:13,5
2011-08-10 04:15:14,6
2011-08-10 04:15:15,28
2011-08-10 04:15:16,4
2011-08-10 04:15:18,13
2011-08-10 04:15:19,2
2011-08-10 04:15:20,3
2011-08-10 04:15:21,15
2011-08-10 04:15:22,2
2011-08-10 04:15:23,4
2011-08-10 04:15:24,27
2011-08-10 04:15:25,6
2011-08-10 04:15:27,18
2011-08-10 04:15:28,8
2011-08-10 04:15:29,11
2011-08-10 04:15:30,3
2011-08-10 04:15:31,3
2011-08-10 04:15:32,3
2011-08-10 04:15:33,16
2011-08-10 04:15:34,4
2011-08-10 04:15:35,6
2011-08-10 04:15:36,9
2011-08-10 04:15:37,20
2011-08-10 04:15:38,8
2011-08-10 04:15:39,9
2011-08-10 04:15:40,6
2011-08-10 04:15:41,3
2011-08-10 04:15:42,2
2011-08-10 04:15:43,7
2011-08-10 04:15:44,5
2011-08-10 04:15:45,16
2011-08-10 04:15:46,8
2011-08-10 04:15:48,8
2011-08-10 04:15:49,2
2011-08-10 04:15:52,8
2011-08-10 04:15:54,9
2011-08-10 04:15:55,2
2011-08-10 04:15:57,9
2011-08-10 04:15:58,4
2011-08-10 04:16:00,10
2011-08-10 04:16:01,2
2011-08-10 04:16:03,7
2011-08-10 04:16:04,4
2011-08-10 04:16:06,8
2011-08-10 04:16:07,2
2011-08-10 04:16:09,16
2011-08-10 04:16:10,23
2011-08-10 04:16:11,9
2011-08-10 04:16:13,8
2011-08-10 04:16:14,12
2011-08-10 04:16:15,10
2011-08-10 04:16:16,2
2011-08-10 04:16:17,11
2011-08-10 04:16:18,17
2011-08-10 04:16:20,2
2011-08-10 04:16:21,26
2011-08-10 04:16:22,7
2011-08-10 04:16:23,7
2011-08-10 04:16:24,21
2011-08-10 04:16:25,6
2011-08-10 04:16:26,4
2011-08-10 04:16:27,3
2011-08-10 04:16:28,6
2011-08-10 04:16:30,11
2011-08-10 04:16:31,3
2011-08-10 04:16:32,6
2011-08-10 04:16:33,5
2011-08-10 04:16:34,6
2011-08-10 04:16:35,3
2011-08-10 04:16:36,12
2011-08-10 04:16:37,20
2011-08-10 04:16:38,3
2011-08-10 04:16:39,6
2011-08-10 04:16:40,8
2011-08-10 04:16:41,3
2011-08-10 04:16:42,13
2011-08-10 04:16:43,8
2011-08-10 04:16:45,10
2011-08-10 04:16:46,5
2011-08-10 04:16:47,3
2011-08-10 04:16:48,4
2011-08-10 04:16:49,3
2011-08-10 04:16:50,9
2011-08-10 04:16:51,6
2011-08-10 04:16:52,6
2011-08-10 04:16:53,2
2011-08-10 04:16:54,11
2011-08-10 04:16:55,30
2011-08-10 04:16:56,8
2011-08-10 04:16:57,12
2011-08-10 04:16:58,7
2011-08-10 04:16:59,11
2011-08-10 04:17:00,7
2011-08-10 04:17:01,8
2011-08-10 04:17:02,10
2011-08-10 04:17:03,9
2011-08-10 04:17:04,2
2011-08-10 04:17:05,6
2011-08-10 04:17:06,18
2011-08-10 04:17:07,8
2011-08-10 04:17:08,2
2011-08-10 04:17:09,5
2011-08-10 04:17:11,7
2011-08-10 04:17:12,10
2011-08-10 04:17:13,3
2011-08-10 04:17:14,5
2011-08-10 04:17:15,13
2011-08-10 04:17:16,22
2011-08-10 04:17:18,13
2011-08-10 04:17:19,16
2011-08-10 04:17:20,8
2011-08-10 04:17:21,7
2011-08-10 04:17:22,3
2011-08-10 04:17:23,24
2011-08-10 04:17:24,33
2011-08-10 04:17:25,58
2011-08-10 04:17:26,38
2011-08-10 04:17:27,11
2011-08-10 04:17:28,5
2011-08-10 04:17:29,6
2011-08-10 04:17:30,6
2011-08-10 04:17:32,10
2011-08-10 04:17:33,1
2011-08-10 04:17:34,6
2011-08-10 04:17:35,9
2011-08-10 04:17:36,5
2011-08-10 04:17:37,4
2011-08-10 04:17:38,5
2011-08-10 04:17:39,10
2011-08-10 04:17:40,5
2011-08-10 04:17:41,2
2011-08-10 04:17:42,12
2011-08-10 04:17:43,3
2011-08-10 04:17:44,8
2011-08-10 04:17:45,15
2011-08-10 04:17:46,8
2011-08-10 04:17:47,5
2011-08-10 04:17:48,11
2011-08-10 04:17:49,3
2011-08-10 04:17:50,14
2011-08-10 04:17:51,7
2011-08-10 04:17:53,5
2011-08-10 04:17:54,7
2011-08-10 04:17:55,3
2011-08-10 04:17:56,29
2011-08-10 04:17:57,13
2011-08-10 04:17:58,17
2011-08-10 04:17:59,8
2011-08-10 04:18:00,4
2011-08-10 04:18:01,7
2011-08-10 04:18:02,13
2011-08-10 04:18:03,7
2011-08-10 04:18:04,6
2011-08-10 04:18:05,12
2011-08-10 04:18:06,7
2011-08-10 04:18:07,9
2011-08-10 04:18:08,12
2011-08-10 04:18:09,8
2011-08-10 04:18:10,6
2011-08-10 04:18:11,8
2011-08-10 04:18:13,5
2011-08-10 04:18:14,7
2011-08-10 04:18:15,14
2011-08-10 04:18:16,12
2011-08-10 04:18:17,17
2011-08-10 04:18:18,12
2011-08-10 04:18:19,10
2011-08-10 04:18:20,48
2011-08-10 04:18:21,38
2011-08-10 04:18:22,19
2011-08-10 04:18:23,9
2011-08-10 04:18:24,5
2011-08-10 04:18:25,9
2011-08-10 04:18:26,46
2011-08-10 04:18:27,11
2011-08-10 04:18:28,14
2011-08-10 04:18:29,18
2011-08-10 04:18:31,6
2011-08-10 04:18:32,8
2011-08-10 04:18:33,4
2011-08-10 04:18:34,4
2011-08-10 04:18:35,6
2011-08-10 04:18:36,3
2011-08-10 04:18:37,19
2011-08-10 04:18:38,16
2011-08-10 04:18:40,38
2011-08-10 04:18:41,153
2011-08-10 04:18:42,2
2011-08-10 04:18:43,6
2011-08-10 04:18:44,7
2011-08-10 04:18:45,9
2011-08-10 04:18:46,9
2011-08-10 04:18:47,13
2011-08-10 04:18:49,10
2011-08-10 04:18:50,12
2011-08-10 04:18:51,25
2011-08-10 04:18:52,10
2011-08-10 04:18:54,8
2011-08-10 04:18:55,5
2011-08-10 04:18:56,2
2011-08-10 04:18:57,9
2011-08-10 04:18:58,24
2011-08-10 04:18:59,16
2011-08-10 04:19:00,6
2011-08-10 04:19:01,9
2011-08-10 04:19:02,18
2011-08-10 04:19:03,7
2011-08-10 04:19:04,7
2011-08-10 04:19:05,17
2011-08-10 04:19:07,2
2011-08-10 04:19:08,11
2011-08-10 04:19:09,14
2011-08-10 04:19:10,7
2011-08-10 04:19:11,13
2011-08-10 04:19:12,11
2011-08-10 04:19:13,15
2011-08-10 04:19:14,8
2011-08-10 04:19:15,5
2011-08-10 04:19:16,7
2011-08-10 04:19:17,8
2011-08-10 04:19:18,4
2011-08-10 04:19:19,2
2011-08-10 04:19:20,8
2011-08-10 04:19:21,11
2011-08-10 04:19:22,24
2011-08-10 04:19:23,11
2011-08-10 04:19:24,9
2011-08-10 04:19:25,16
2011-08-10 04:19:26,4
2011-08-10 04:19:27,3
2011-08-10 04:19:28,6
2011-08-10 04:19:29,2
2011-08-10 04:19:30,18
2011-08-10 04:19:31,10
2011-08-10 04:19:32,4
2011-08-10 04:19:33,11
2011-08-10 04:19:34,25
2011-08-10 04:19:35,6
2011-08-10 04:19:36,5
2011-08-10 04:19:37,6
2011-08-10 04:19:38,9
2011-08-10 04:19:41,12
2011-08-10 04:19:43,31
2011-08-10 04:19:44,19
2011-08-10 04:19:46,12
2011-08-10 04:19:47,13
2011-08-10 04:19:48,2
2011-08-10 04:19:49,8
2011-08-10 04:19:50,12
2011-08-10 04:19:51,8
2011-08-10 04:19:52,10
2011-08-10 04:19:53,6
2011-08-10 04:19:54,14
2011-08-10 04:19:55,20
2011-08-10 04:19:56,4
2011-08-10 04:19:57,13
2011-08-10 04:19:58,7
2011-08-10 04:20:00,9
2011-08-10 04:20:01,19
2011-08-10 04:20:02,18
2011-08-10 04:20:03,26
2011-08-10 04:20:04,12
2011-08-10 04:20:05,58
2011-08-10 04:20:06,37
2011-08-10 04:20:07,15
2011-08-10 04:20:08,7
2011-08-10 04:20:09,1
2011-08-10 04:20:10,8
2011-08-10 04:20:11,16
2011-08-10 04:20:12,14
2011-08-10 04:20:13,6
2011-08-10 04:20:14,4
2011-08-10 04:20:15,2
2011-08-10 04:20:16,8
2011-08-10 04:20:18,6
2011-08-10 04:20:19,2
2011-08-10 04:20:20,2
2011-08-10 04:20:21,13
2011-08-10 04:20:22,8
2011-08-10 04:20:23,4
2011-08-10 04:20:24,5
2011-08-10 04:20:25,9
2011-08-10 04:20:26,12
2011-08-10 04:20:27,15
2011-08-10 04:20:28,5
2011-08-10 04:20:29,11
2011-08-10 04:20:30,7
2011-08-10 04:20:31,13
2011-08-10 04:20:32,15
2011-08-10 04:20:33,11
2011-08-10 04:20:34,7
2011-08-10 04:20:35,12
2011-08-10 04:20:36,27
2011-08-10 04:20:37,9
2011-08-10 04:20:38,7
2011-08-10 04:20:39,6
2011-08-10 04:20:41,10
2011-08-10 04:20:42,10
2011-08-10 04:20:43,2
2011-08-10 04:20:44,12
2011-08-10 04:20:45,2
2011-08-10 04:20:46,12
2011-08-10 04:20:47,6
2011-08-10 04:20:48,26
2011-08-10 04:20:49,5
2011-08-10 04:20:50,8
2011-08-10 04:20:51,33
2011-08-10 04:20:52,10
2011-08-10 04:20:53,3
2011-08-10 04:20:54,14
2011-08-10 04:20:55,2
2011-08-10 04:20:56,11
2011-08-10 04:20:57,18
2011-08-10 04:20:58,3
2011-08-10 04:20:59,1
2011-08-10 04:21:00,12
2011-08-10 04:21:01,24
2011-08-10 04:21:02,32
2011-08-10 04:21:03,11
2011-08-10 04:21:05,2
2011-08-10 04:21:06,9
2011-08-10 04:21:07,9
2011-08-10 04:21:08,6
2011-08-10 04:21:09,2
2011-08-10 04:21:10,2
2011-08-10 04:21:11,9
2011-08-10 04:21:12,32
2011-08-10 04:21:13,12
2011-08-10 04:21:14,3
2011-08-10 04:21:15,18
2011-08-10 04:21:16,8
2011-08-10 04:21:17,7
2011-08-10 04:21:18,4
2011-08-10 04:21:19,3
2011-08-10 04:21:20,2
2011-08-10 04:21:21,18
2011-08-10 04:21:22,11
2011-08-10 04:21:23,2
2011-08-10 04:21:24,16
2011-08-10 04:21:25,5
2011-08-10 04:21:26,22
2011-08-10 04:21:27,3
2011-08-10 04:21:28,14
2011-08-10 04:21:29,12
2011-08-10 04:21:30,6
2011-08-10 04:21:31,14
2011-08-10 04:21:32,4
2011-08-10 04:21:33,16
2011-08-10 04:21:34,13
2011-08-10 04:21:35,8
2011-08-10 04:21:36,10
2011-08-10 04:21:37,6
2011-08-10 04:21:38,2
2011-08-10 04:21:40,11
2011-08-10 04:21:41,6
2011-08-10 04:21:42,14
2011-08-10 04:21:43,16
2011-08-10 04:21:44,9
2011-08-10 04:21:45,5
2011-08-10 04:21:46,11
2011-08-10 04:21:47,10
2011-08-10 04:21:48,7
2011-08-10 04:21:49,30
2011-08-10 04:21:50,12
2011-08-10 04:21:51,6
2011-08-10 04:21:52,10
2011-08-10 04:21:53,48
2011-08-10 04:21:54,48
2011-08-10 04:21:55,16
2011-08-10 04:21:56,5
2011-08-10 04:21:57,8
2011-08-10 04:21:58,13
2011-08-10 04:21:59,9
2011-08-10 04:22:00,5
2011-08-10 04:22:01,10
2011-08-10 04:22:02,2
2011-08-10 04:22:03,13
2011-08-10 04:22:04,49
2011-08-10 04:22:05,62
2011-08-10 04:22:06,10
2011-08-10 04:22:07,4
2011-08-10 04:22:08,10
2011-08-10 04:22:09,8
2011-08-10 04:22:10,10
2011-08-10 04:22:11,22
2011-08-10 04:22:12,15
2011-08-10 04:22:14,11
2011-08-10 04:22:15,10
2011-08-10 04:22:16,4
2011-08-10 04:22:17,9
2011-08-10 04:22:18,24
2011-08-10 04:22:19,7
2011-08-10 04:22:20,6
2011-08-10 04:22:21,12
2011-08-10 04:22:22,8
2011-08-10 04:22:23,6
2011-08-10 04:22:24,8
2011-08-10 04:22:25,2
2011-08-10 04:22:26,7
2011-08-10 04:22:27,7
2011-08-10 04:22:28,8
2011-08-10 04:22:29,26
2011-08-10 04:22:30,5
2011-08-10 04:22:31,6
2011-08-10 04:22:32,12
2011-08-10 04:22:33,18
2011-08-10 04:22:34,10
2011-08-10 04:22:35,3
2011-08-10 04:22:36,15
2011-08-10 04:22:37,23
2011-08-10 04:22:38,4
2011-08-10 04:22:39,10
2011-08-10 04:22:40,15
2011-08-10 04:22:41,9
2011-08-10 04:22:42,8
2011-08-10 04:22:43,14
2011-08-10 04:22:44,9
2011-08-10 04:22:45,2
2011-08-10 04:22:46,7
2011-08-10 04:22:48,9
2011-08-10 04:22:49,10
2011-08-10 04:22:50,2
2011-08-10 04:22:51,17
2011-08-10 04:22:52,5
2011-08-10 04:22:53,3
2011-08-10 04:22:54,41
2011-08-10 04:22:55,6
2011-08-10 04:22:56,3
2011-08-10 04:22:57,16
2011-08-10 04:22:58,8
2011-08-10 04:22:59,8
2011-08-10 04:23:00,16
2011-08-10 04:23:01,7
2011-08-10 04:23:02,8
2011-08-10 04:23:03,16
2011-08-10 04:23:04,45
2011-08-10 04:23:05,12
2011-08-10 04:23:06,3
2011-08-10 04:23:07,2
2011-08-10 04:23:08,6
2011-08-10 04:23:09,3
2011-08-10 04:23:10,11
2011-08-10 04:23:11,8
2011-08-10 04:23:12,6
2011-08-10 04:23:13,9
2011-08-10 04:23:14,15
2011-08-10 04:23:15,13
2011-08-10 04:23:16,11
2011-08-10 04:23:17,9
2011-08-10 04:23:18,13
2011-08-10 04:23:19,10
2011-08-10 04:23:20,5
2011-08-10 04:23:21,2
2011-08-10 04:23:22,6
2011-08-10 04:23:23,12
2011-08-10 04:23:24,14
2011-08-10 04:23:25,14
2011-08-10 04:23:26,5
2011-08-10 04:23:27,7
2011-08-10 04:23:28,12
2011-08-10 04:23:29,6
2011-08-10 04:23:30,7
2011-08-10 04:23:31,5
2011-08-10 04:23:33,3
2011-08-10 04:23:34,24
2011-08-10 04:23:35,12
2011-08-10 04:23:36,24
2011-08-10 04:23:37,46
2011-08-10 04:23:38,36
2011-08-10 04:23:39,13
2011-08-10 04:23:40,4
2011-08-10 04:23:41,6
2011-08-10 04:23:42,7
2011-08-10 04:23:43,10
2011-08-10 04:23:44,13
2011-08-10 04:23:45,7
2011-08-10 04:23:46,16
2011-08-10 04:23:47,5
2011-08-10 04:23:49,12
2011-08-10 04:23:50,2
2011-08-10 04:23:51,5
2011-08-10 04:23:52,7
2011-08-10 04:23:53,4
2011-08-10 04:23:54,22
2011-08-10 04:23:55,19
2011-08-10 04:23:57,6
2011-08-10 04:23:58,14
2011-08-10 04:23:59,3
2011-08-10 04:24:00,8
2011-08-10 04:24:01,8
2011-08-10 04:24:02,3
2011-08-10 04:24:03,26
2011-08-10 04:24:04,14
2011-08-10 04:24:05,6
2011-08-10 04:24:06,9
2011-08-10 04:24:07,14
2011-08-10 04:24:08,13
2011-08-10 04:24:09,5
2011-08-10 04:24:10,5
2011-08-10 04:24:11,3
2011-08-10 04:24:12,8
2011-08-10 04:24:13,5
2011-08-10 04:24:14,19
2011-08-10 04:24:15,15
2011-08-10 04:24:16,11
2011-08-10 04:24:17,6
2011-08-10 04:24:18,18
2011-08-10 04:24:19,6
2011-08-10 04:24:20,6
2011-08-10 04:24:21,14
2011-08-10 04:24:22,7
2011-08-10 04:24:23,3
2011-08-10 04:24:24,6
2011-08-10 04:24:25,27
2011-08-10 04:24:26,17
2011-08-10 04:24:27,15
2011-08-10 04:24:28,16
2011-08-10 04:24:29,10
2011-08-10 04:24:31,3
2011-08-10 04:24:32,3
2011-08-10 04:24:33,6
2011-08-10 04:24:34,12
2011-08-10 04:24:35,13
2011-08-10 04:24:36,8
2011-08-10 04:24:37,9
2011-08-10 04:24:38,1
2011-08-10 04:24:39,6
2011-08-10 04:24:40,10
2011-08-10 04:24:41,9
2011-08-10 04:24:42,8
2011-08-10 04:24:43,7
2011-08-10 04:24:45,2
2011-08-10 04:24:46,11
2011-08-10 04:24:47,24
2011-08-10 04:24:48,11
2011-08-10 04:24:49,9
2011-08-10 04:24:50,23
2011-08-10 04:24:51,7
2011-08-10 04:24:52,6
2011-08-10 04:24:53,1
2011-08-10 04:24:54,8
